plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
921,Fazenda Vitoria 2,Forest recovery following clear-cut and pasture,NI,1,NI,9,Disturbance,Cut,100,%,100,"the second-growth site had been cleared of forest, pasture for ~10 yr, abandoned in 1981",5670,tropical
922,Fazenda Vitoria 2,Forest recovery following clear-cut and pasture,NI,2,1971,8,Disturbance,Grazed,NI,NI,NA,"the second-growth site had been cleared of forest, pasture for ~10 yr, abandoned in 1981",5671,tropical
923,Fazenda Vitoria 2,Forest recovery following clear-cut and pasture,NI,3,1981,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,"the second-growth site had been cleared of forest, pasture for ~10 yr, abandoned in 1981",5672,tropical
924,Fazenda Vitoria 2,Managed.logged forest,NI,1,1987,8.5,Disturbance,Harvest,8,trees ha-1,<100%,exploited using heavy machinery several months prior to June 1987,5668,tropical
926,Fazenda Vitoria 2,primary forest,NI,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,5667,tropical
927,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.10y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,687,tropical
928,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.10y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,697,tropical
929,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.10y,0.0009,3,1957,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,707,tropical
930,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.1y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,688,tropical
931,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.1y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,698,tropical
932,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.1y,0.0009,3,1966,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,708,tropical
933,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.2y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,689,tropical
934,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.2y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,699,tropical
935,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.2y,0.0009,3,1965,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,709,tropical
936,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.3y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,690,tropical
937,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.3y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,700,tropical
938,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.3y,0.0009,3,1962,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,710,tropical
939,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.4y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,691,tropical
940,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.4y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,701,tropical
941,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.4y,0.0009,3,1963,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,711,tropical
942,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.5y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,692,tropical
943,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.5y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,702,tropical
944,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.5y,0.0009,3,1962,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,712,tropical
945,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.6y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,693,tropical
946,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.6y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,703,tropical
947,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.6y,0.0009,3,1961,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,713,tropical
948,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.7y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,694,tropical
949,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.7y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,704,tropical
950,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.7y,0.0009,3,1960,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,714,tropical
951,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.8y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,695,tropical
952,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.8y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,705,tropical
953,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.8y,0.0009,3,1957,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,715,tropical
954,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.9y,0.0009,1,NI,9,Disturbance,Shifting cultivation,NA,NA,100,Long history of shifting agriculture,696,tropical
955,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.9y,0.0009,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,706,tropical
956,Finca Los Murcielagos,fallow second-growth succession following shifting agriculture.9y,0.0009,3,1957,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,716,tropical
957,Firebreaks,Tropical Dry Forest recovery following pasture abandonment,NAC,1,NI,9,Establishment,Establishment of oldest trees,NA,NA,NA,NA,NA,tropical
958,Fireburn,mature 'old growth' forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
959,FLONA Tapajos Km 67,primary forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,717,tropical
960,FLONA Tapajos Km 83,primary forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,*Selective logging after measurements were made,718,tropical
961,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.10 y,NAC,1,1965,8,Regrowth,Planted,2986,plants ha-1,NA,NA,719,tropical
962,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.10 y,NAC,2,1965,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,722,tropical
963,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.6 y,NAC,1,1965,8,Regrowth,Planted,2986,plants ha-1,NA,NA,720,tropical
964,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.6 y,NAC,2,1969,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,723,tropical
965,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.8 y,NAC,1,1965,8,Regrowth,Planted,2986,plants ha-1,NA,NA,721,tropical
966,Forest Research Institute P. caribaea plantation,Stand development of managed plantation.8 y,NAC,2,1967,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,724,tropical
967,Fortuna,upland tropical forest,,1,NAC,9,No.info,NI,NA,NA,NA,NA,5616,tropical
968,French Guiana,tropical wet rainforest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2139,tropical
969,GBO-01_Grebo F.R. 1,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2140,tropical
970,GBO-02_Grebo F.R. 2,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2141,tropical
971,GBO-03_Grebo F.R. 3,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2142,tropical
972,GBO-04_Grebo F.R. 4,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2143,tropical
973,GBO-08_Grebo F.R. 8,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2144,tropical
974,GBO-10_Grebo F.R. 10,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2145,tropical
975,GBO-11_Grebo F.R. 11,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2146,tropical
976,GBO-13_Grebo F.R. 13,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2147,tropical
977,GBO-14_Grebo F.R. 14,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2148,tropical
978,GBO-15_Grebo F.R. 15,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2149,tropical
979,GBO-16_Grebo F.R. 16,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2150,tropical
980,GBO-18_Grebo F.R. 18,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2151,tropical
981,GBO-19_Grebo F.R. 19,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2152,tropical
982,GBO-20_Grebo F.R. 20,african tropical forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2153,tropical
983,Gonse G10,Tree and bush savanna recovery after clear-cut,1,1,1982,8,Disturbance,Cut,100,%,100,NA,2020,tropical
984,Gonse G10,Tree and bush savanna recovery after clear-cut,1,2,1982,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,2026,tropical
985,Gonse G10,Tree and bush savanna recovery after clear-cut,1,3,1982,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,2234,tropical
986,Gonse G10,Tree and bush savanna recovery after clear-cut,1,4,NI,9,Disturbance,Grazed,NA,NA,NA,NA,2014,tropical
987,Gonse G5,Tree and bush savanna recovery after clear-cut,1,1,1982,8,Disturbance,Cut,100,%,100,NA,2021,tropical
988,Gonse G5,Tree and bush savanna recovery after clear-cut,1,2,1982,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,2027,tropical
989,Gonse G5,Tree and bush savanna recovery after clear-cut,1,3,1982,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,2235,tropical
990,Gonse G5,Tree and bush savanna recovery after clear-cut,1,4,NI,9,Disturbance,Grazed,NA,NA,NA,NA,2015,tropical
991,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.10 y,NAC,1,NI,9,Disturbance,Cut,NA,NA,100,Slash-and-burn,725,tropical
992,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.10 y,NAC,2,NI,9,Disturbance,Burned,NA,NA,100,Slash-and-burn,728,tropical
993,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.10 y,NAC,3,NI,9,Disturbance,Cultivation,NA,NA,100,Slash-and-burn,731,tropical
994,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.10 y,NAC,4,1959,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,734,tropical
995,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.10 y,NAC,5,1959,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,737,tropical
996,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.27.5 y,NAC,1,NI,9,Disturbance,Cut,NA,NA,100,Slash-and-burn,726,tropical
997,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.27.5 y,NAC,2,NI,9,Disturbance,Burned,NA,NA,100,Slash-and-burn,729,tropical
998,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.27.5 y,NAC,3,NI,9,Disturbance,Cultivation,NA,NA,100,Slash-and-burn,732,tropical
999,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.27.5 y,NAC,4,1941,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,735,tropical
1000,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.27.5 y,NAC,5,1941,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,738,tropical
1001,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.3 y,NAC,1,NI,9,Disturbance,Cut,NA,NA,100,Slash-and-burn,727,tropical
1002,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.3 y,NAC,2,NI,9,Disturbance,Burned,NA,NA,100,Slash-and-burn,730,tropical
1003,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.3 y,NAC,3,NI,9,Disturbance,Cultivation,NA,NA,100,Slash-and-burn,733,tropical
1004,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.3 y,NAC,4,1966,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,736,tropical
1005,Gran Pajonal swidden recovery chronosequence,Forest recovery following slash-and-burn agriculture.3 y,NAC,5,1966,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,739,tropical
1006,"Gran Sabana,Guayana",old-growth tropical forest.GRS1,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
1007,"Gran Sabana,Guayana",old-growth tropical forest.GRS2,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
1008,"Gran Sabana,Guayana",short-statured tropical forest.GRS3,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,tropical
1009,"Guama, Para",old-growth tropical forest.GUA,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
1010,Guaria Annex at La Selva,Plantation 1 C. brasiliense,0.4096,1,1955,8.5,Disturbance,Cut,100,%,100,The area had been cleared in mid-1950s. No burning. Slash left on the floor,1807,tropical
1011,Guaria Annex at La Selva,Plantation 1 C. brasiliense,0.4096,2,1955,8.5,Disturbance,Grazed,NA,NA,NA,grazed until 1981,1817,tropical
1012,Guaria Annex at La Selva,Plantation 1 C. brasiliense,0.4096,3,1991,8,Regrowth,Planted,2500,plants ha-1,NA,Callophylum brasiliense,1827,tropical
1013,Guaria Annex at La Selva,Plantation 1 C. brasiliense,0.4096,4,1991,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,2239,tropical
1014,Guaria Annex at La Selva,Plantation 1 C. brasiliense,0.4096,5,1994,8,Disturbance,Cut,50,% trees,50,"Plantations thinned after canopy closure. With thinning, the intial 2m x 2m planting distance was widened to 2m x 4m (1250 trees per ha)",1837,tropical
1015,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,0.4096,1,1955,8.5,Disturbance,Cut,100,%,100,The area had been cleared in mid-1950s. No burning. Slash left on the floor,1809,tropical
1016,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,0.4096,2,1955,8.5,Disturbance,Grazed,NA,NA,NA,grazed until 1981,1819,tropical
1017,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,0.4096,3,1991,8,Regrowth,Planted,2500,plants ha-1,NA,NA,1829,tropical
1018,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,0.4096,4,1991,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,2240,tropical
1019,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,0.4096,5,1994,8,Disturbance,Cut,50,% trees,50,"Plantations thinned after canopy closure. With thinning, the intial 2m x 2m planting distance was widened to 2m x 4m (1250 trees per ha)",1839,tropical
1020,Guaria Annex at La Selva,Plantation 1 J. copaia,0.4096,1,1955,8.5,Disturbance,Cut,100,%,100,The area had been cleared in mid-1950s. No burning. Slash left on the floor,1805,tropical
1021,Guaria Annex at La Selva,Plantation 1 J. copaia,0.4096,2,1955,8.5,Disturbance,Grazed,NA,NA,NA,grazed until 1981,1815,tropical
1022,Guaria Annex at La Selva,Plantation 1 J. copaia,0.4096,3,1991,8,Regrowth,Planted,2500,plants ha-1,NA,Jacaranda copaia,1825,tropical
1023,Guaria Annex at La Selva,Plantation 1 J. copaia,0.4096,4,1991,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,2241,tropical
1024,Guaria Annex at La Selva,Plantation 1 J. copaia,0.4096,5,1994,8,Disturbance,Cut,50,% trees,50,"Plantations thinned after canopy closure. With thinning, the intial 2m x 2m planting distance was widened to 2m x 4m (1250 trees per ha)",1835,tropical
1025,Guaria Annex at La Selva,Plantation 1 S. microstachyum,0.4096,1,1955,8.5,Disturbance,Cut,100,%,100,The area had been cleared in mid-1950s. No burning. Slash left on the floor,1808,tropical
1026,Guaria Annex at La Selva,Plantation 1 S. microstachyum,0.4096,2,1955,8.5,Disturbance,Grazed,NA,NA,NA,grazed until 1981,1818,tropical
1027,Guaria Annex at La Selva,Plantation 1 S. microstachyum,0.4096,3,1991,8,Regrowth,Planted,2500,plants ha-1,NA,Stryphnodendron microstachyum,1828,tropical
1028,Guaria Annex at La Selva,Plantation 1 S. microstachyum,0.4096,4,1991,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,2242,tropical
1029,Guaria Annex at La Selva,Plantation 1 S. microstachyum,0.4096,5,1994,8,Disturbance,Cut,50,% trees,50,"Plantations thinned after canopy closure. With thinning, the intial 2m x 2m planting distance was widened to 2m x 4m (1250 trees per ha)",1838,tropical
1030,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,0.4096,1,1955,8.5,Disturbance,Cut,100,%,100,The area had been cleared in mid-1950s. No burning. Slash left on the floor,1806,tropical
1031,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,0.4096,2,1955,8.5,Disturbance,Grazed,NA,NA,NA,grazed until 1981,1816,tropical
1032,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,0.4096,3,1991,8,Regrowth,Planted,2500,plants ha-1,NA,Vochysia guatemalensis,1826,tropical
