plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
625,DJK-03_Dja Somolomo,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2127
626,DJK-04_Dja Somolomo,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2128
627,DJK-05_Dja Somolomo,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2129
628,DJK-06_Dja Somolomo,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2130
629,Doi Inthanon,Evergreen forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2131
630,Doi Inthanon National Park.Mae Klang Luang village,7 uncultivated forest stands,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
631,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following poppy and upland rice cultivation.a 20-29-year-old PR stand (PR-5),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
632,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following poppy and upland rice cultivation.four 30-49-year-old PR stands (PR-1-4),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
633,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following poppy cultivation.a 20-29-year-old P stand (P-5),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
634,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following poppy cultivation.four 30-49-year-old P stands (P-1-4),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
635,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following upland rice cultivation. 20-29-year-old R stands (R-1-6),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
636,Doi Inthanon National Park.Mae Klang Luang village,Forest recovery following upland rice cultivation.six 30-49-year-old R stands (R-7-11),NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
637,Don Juan,Tropical Wet Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
638,Dos Ases,Premontane Rain Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
639,Downey,Tropical Moist Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
640,Dubya,Tropical Moist Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
641,Eastern Jamaica,montane rainforest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2132
642,"Eastern Panama Early Tropical Forests, age 2",Forest recovery following shifting cultivation,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,638
643,"Eastern Panama Early Tropical Forests, age 2",Forest recovery following shifting cultivation,NAC,NI,NI,9,Disturbance,Shifting cultivation,NA,NA,NA,639
644,"Eastern Panama Early Tropical Forests, age 4-6",Forest recovery following shifting cultivation,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,640
645,"Eastern Panama Early Tropical Forests, age 4-6",Forest recovery following shifting cultivation,NAC,NI,NI,9,Disturbance,Shifting cultivation,NA,NA,NA,641
646,EDO-01_Ituri Edoro 1,african tropical forest,10,NAC,NAC,9,No.info,NAC,NA,NA,NA,2133
647,EDO-02_Ituri Edoro 2,african tropical forest,10,NAC,NAC,9,No.info,NAC,NA,NA,NA,2134
648,EJA-04_Ejagham 4,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2135
649,EJA-05_Ejagham 5,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2136
650,EKO-41e_Ekobakoba,african tropical forest,1,NI,NI,9,Disturbance,Harvest,NA,NA,bulldozer was driven through part of the plot,2137
651,EKO-41e_Ekobakoba,african tropical forest,1,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,bulldozer was driven through part of the plot,2138
652,El Dorado km 91,terra firma ELD-01 plotG1,0.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2383
653,El Dorado km 91,terra firma ELD-02 plotG2,0.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2384
654,El Dorado km 91,terra firma ELD-01/02,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5705
655,El Dorado km 98,terra firma ELD-03 plotG3,0.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2385
656,El Dorado km 98,terra firma ELD-04 plot G4,0.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2386
657,El Dorado km 98,terra firma ELD-03/04,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5706
658,El Dorado/Rio Grande,ELD-01/02 and RIO-01/02,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5707
659,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1655
660,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1656
661,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1657
662,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1658
663,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1659
664,El Eden Ecological Reserve fire chronosequence,Mature forest,0.3,1900.01.01,19000101,8.5,Disturbance,Harvest,NA,NA,"Ancient Maya used the Reserve 1500 years ago, but minimal post colonial land use, with only selective tree harvesting in late 1900s and early 1900s",1660
665,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,2002.01.01,20020101,7,Disturbance,Major storm,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1661
666,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1999.01.01,19990101,7,Disturbance,Major storm,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1662
667,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1995.01.01,19950101,7,Disturbance,Major storm,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1663
668,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1989.01.01,19890101,7,Disturbance,Major storm,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1664
669,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1975.01.01,19750101,7,Disturbance,Major storm,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1665
670,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,2002.01.01,20020101,7,Disturbance,Drought,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1666
671,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1999.01.01,19990101,7,Disturbance,Drought,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1667
672,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1995.01.01,19950101,7,Disturbance,Drought,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1668
673,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1989.01.01,19890101,7,Disturbance,Drought,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1669
674,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1975.01.01,19750101,7,Disturbance,Drought,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1670
675,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,2002.03.01,20020301,7,Disturbance,Burned,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1671
676,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1999.03.01,19990301,7,Disturbance,Burned,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1672
677,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1995.03.01,19950301,7,Disturbance,Burned,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1673
678,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1989.03.01,19890301,7,Disturbance,Burned,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1674
679,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1975.03.01,19750301,7,Disturbance,Burned,NA,NA,severe fires during dry seasons (Jan-Apr) following hurricanes and seasonal droughts,1675
680,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,2002.03.01,20020301,7,Regrowth,Initiation of natural succession,NA,NA,NA,1676
681,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1999.03.01,19990301,7,Regrowth,Initiation of natural succession,NA,NA,NA,1677
682,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1995.03.01,19950301,7,Regrowth,Initiation of natural succession,NA,NA,NA,1678
683,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1989.03.01,19890301,7,Regrowth,Initiation of natural succession,NA,NA,NA,1679
684,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1975.03.01,19750301,7,Regrowth,Initiation of natural succession,NA,NA,NA,1680
685,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.1-y,0.3,2002.03.01,20020301,7,Establishment,Establishment of oldest trees*,NA,NA,NA,1681
686,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.4-y,0.3,1999.03.01,19990301,7,Establishment,Establishment of oldest trees*,NA,NA,NA,1682
687,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.8-y,0.3,1995.03.01,19950301,7,Establishment,Establishment of oldest trees*,NA,NA,NA,1683
688,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.14-y,0.3,1989.03.01,19890301,7,Establishment,Establishment of oldest trees*,NA,NA,NA,1684
689,El Eden Ecological Reserve fire chronosequence,Forest recovery following fire.28-y,0.3,1975.03.01,19750301,7,Establishment,Establishment of oldest trees*,NA,NA,NA,1685
690,El Eden Ecological Reserve fire chronosequence,Mature forest,0.3,1940.01.01,19400101,8.5,No.disturbance,No disturbance,NA,NA,"No evidence of fire, no disturbance for >60 years.",1687
691,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.1-5-y,1.4,NI,NI,9,Disturbance,Cut,NA,NA,NA,1
692,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.6-10-y,1.5,NI,NI,9,Disturbance,Cut,NA,NA,NA,2
693,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.11-15-y,1.3,NI,NI,9,Disturbance,Cut,NA,NA,NA,3
694,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.16-20-y,0.5,NI,NI,9,Disturbance,Cut,NA,NA,NA,4
695,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.21-25-y,0.6,NI,NI,9,Disturbance,Cut,NA,NA,NA,5
696,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.25-30-y,0.5,NI,NI,9,Disturbance,Cut,NA,NA,NA,NA
697,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.31-40-y,0.5,NI,NI,9,Disturbance,Cut,NA,NA,NA,NA
698,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.1-5-y,1.4,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
699,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.6-10-y,1.5,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
700,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.11-15-y,1.3,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
701,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.16-20-y,0.5,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
702,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.21-25-y,0.6,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
703,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.25-30-y,0.5,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
704,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.31-40-y,0.5,NI,NI,9,Disturbance,Burned,NA,NA,NA,NA
705,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.1-5-y,1.4,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
706,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.6-10-y,1.5,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
707,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.11-15-y,1.3,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
708,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.16-20-y,0.5,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
709,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.21-25-y,0.6,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
710,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.25-30-y,0.5,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
711,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.31-40-y,0.5,NI,NI,9,Disturbance,Cultivation,NA,NA,corn and bean,NA
712,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.1-5-y,1.4,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,NA
713,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.6-10-y,1.5,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,NA
714,El Ocote biosphere preserve secondary forest chronosequence,Forest recovery following slash-and-burn agriculture.11-15-y,1.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,NA
