site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
252,BR-319_M05_TN_1500,NA,NA,NA,NAC,Amazonas,Brazil,-4.603,-61.258,NAC,NA,NAC,NAC,NAC,2391,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,98,South America,Af,Tropical rainforest,1330,Poorter_2015_decs,NA,NA,NA,NA,NA,68,1,1,64,NA
253,BR-319_M06_TN_(-)0500,NA,NA,NA,NAC,Amazonas,Brazil,-4.984,-61.571,NAC,NA,NAC,NAC,NAC,2418,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,99,South America,Af,Tropical rainforest,1331,Poorter_2015_decs,NA,NA,NA,NA,NA,69,1,1,65,NA
254,BR-319_M06_TN_0500,NA,NA,NA,NAC,Amazonas,Brazil,-4.99,-61.563,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,99,South America,Af,Tropical rainforest,1332,Poorter_2015_decs,NA,NA,NA,NA,NA,69,1,1,65,NA
255,BR-319_M06_TN_1500,NA,NA,NA,NAC,Amazonas,Brazil,-4.994,-61.556,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,99,South America,Af,Tropical rainforest,1333,Poorter_2015_decs,NA,NA,NA,NA,NA,69,1,1,65,NA
256,BR-319_M06_TN_2500,NA,NA,NA,NAC,Amazonas,Brazil,-4.999,-61.549,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,99,South America,Af,Tropical rainforest,1334,Poorter_2015_decs,NA,NA,NA,NA,NA,69,1,1,65,NA
257,BR-319_M08_TS_0500,NA,NA,NA,NAC,Amazonas,Brazil,-5.629,-62.194,NAC,NA,NAC,NAC,NAC,2409,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,100,South America,Af,Tropical rainforest,1335,Poorter_2015_decs,NA,NA,NA,NA,NA,70,1,1,66,NA
258,BR-319_M08_TS_1500,NA,NA,NA,NAC,Amazonas,Brazil,-5.634,-62.186,NAC,NA,NAC,NAC,NAC,2409,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,100,South America,Af,Tropical rainforest,1336,Poorter_2015_decs,NA,NA,NA,NA,NA,70,1,1,66,NA
259,BR-319_M08_TS_2500,NA,NA,NA,NAC,Amazonas,Brazil,-5.638,-62.178,NAC,NA,NAC,NAC,NAC,2416,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,100,South America,Af,Tropical rainforest,1337,Poorter_2015_decs,NA,NA,NA,NA,NA,70,1,1,66,NA
260,BR-319_M09_TS_2500,NA,NA,NA,NAC,Amazonas,Brazil,-5.947,-62.51,NAC,NA,NAC,NAC,NAC,2383,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,101,South America,Af,Tropical rainforest,1338,Poorter_2015_decs,NA,NA,NA,NA,NA,71,1,1,67,NA
261,BR-319_M09_TS_3500,NA,NA,NA,NAC,Amazonas,Brazil,-5.94,-62.516,NAC,NA,NAC,NAC,NAC,2383,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,101,South America,Af,Tropical rainforest,1339,Poorter_2015_decs,NA,NA,NA,NA,NA,71,1,1,67,NA
262,BR-319_M10_TS_1500,NA,NA,NA,NAC,Amazonas,Brazil,-6.574,-62.931,NAC,NA,NAC,NAC,NAC,2335,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,102,South America,Am,Tropical rainforest,1340,Poorter_2015_decs,NA,NA,NA,NA,NA,72,1,1,68,NA
263,BR-319_M10_TS_2500,NA,NA,NA,NAC,Amazonas,Brazil,-6.575,-62.922,NAC,NA,NAC,NAC,NAC,2335,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,102,South America,Am,Tropical rainforest,1341,Poorter_2015_decs,NA,NA,NA,NA,NA,72,1,1,68,NA
264,BR-319_M11_TN_1500,NA,NA,NA,NAC,Amazonas,Brazil,-7.207,-63.117,NAC,NA,NAC,NAC,NAC,2272,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,103,South America,Am,Tropical rainforest,1342,Poorter_2015_decs,NA,NA,NA,NA,NA,73,1,1,69,NA
265,BR-319_M11_TN_2500,NA,NA,NA,NAC,Amazonas,Brazil,-7.211,-63.109,NAC,NA,NAC,NAC,NAC,2267,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,103,South America,Am,Tropical rainforest,1343,Poorter_2015_decs,NA,NA,NA,NA,NA,73,1,1,69,NA
266,Bradford county 1,NA,NA,NA,NAC,Florida,United States of America,29.53,-82.19,NI,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,52,North America,Cfa,Subtropical humid forest,NA,Ewel_1987_scei,Ewel_1987_scei,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
267,Bradford county 2,NA,NA,NA,NAC,Florida,United States of America,29.53,-82.19,NI,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,52,North America,Cfa,Subtropical humid forest,NA,Ewel_1987_scei,Ewel_1987_scei,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
268,Brasschaat,FluxNet,NA,NA,NAC,Antwerp,Belgium,51.31,4.52,16,NA,10.58,NAC,NAC,847.2,NA,loam,NAC,NAC,NAC,NAC,soil class from Granier2007,NA,NA,104,Europe,Cfb,Temperate oceanic forest,NA,CarboEurope-IP_2006_cd; Carrara_2003_nece; FLUXNET2015_2015_fbb; FLUXNET2015_2015_fbv; Law_2002_ecoc; Nagy_2006_fane; Nagy_2006_fnec; Valentini_2000_ratm; Yu_2014_hcdu,Granier_2007_efsw,CD Carbodata,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
269,Brasschaat Oak,NA,NA,NA,NAC,Antwerp,Belgium,51.31,4.52,16,NA,9.8,NAC,NAC,750,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,104,Europe,Cfb,Temperate oceanic forest,NA,Yuste_2005_cnpp,Yuste_2005_cnpp,CD Carbodata,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
270,Brasschaat Pine,NA,NA,NA,NAC,Antwerp,Belgium,51.31,4.52,16,NA,9.8,NAC,NAC,750,NA,loam,NAC,NAC,NAC,Umbric regosol,soil class from Granier2007,NA,NA,104,Europe,Cfb,Temperate oceanic forest,NA,Yuste_2005_cnpp,Yuste_2005_cnpp; Granier_2007_efws,CD Carbodata,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
271,Brasschaat young,NA,NA,NA,NAC,Antwerp,Belgium,51.31,4.52,16,NA,9.8,NAC,NAC,750,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,104,Europe,Cfb,Temperate oceanic forest,NA,Janssens_1998_eaci,Janssens_1998_eaci,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
272,Brazilian Lower Amazon land use and fire recovery age sequence,NA,NA,NA,Santarem,Para,Brazil,-3.25,-52.25,NAC,NA,25.30833356,NAC,NAC,2225,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,105,South America,Am,Tropical rainforest,71,Sorrensen_2000_lslu,NA,NA,NA,Anderson_2006_toba,NA,0,0,NA,0,NA
273,Brazilian Lower Amazon mature forest,NA,NA,NA,Santarem,Para,Brazil,-3.25,-52.25,NAC,NA,25.30833356,NAC,NAC,2225,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,105,South America,Am,Tropical rainforest,72,Sorrensen_2000_lslu,NA,NA,NA,Anderson_2006_toba,NA,0,0,NA,0,NA
274,Breitenbush Hot Springs 1,NA,NA,NA,NAC,Oregon,United States of America,44.7824,-121.8975,1392,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
275,Breitenbush Hot Springs 2,NA,NA,NA,NAC,Oregon,United States of America,44.8006,-121.9901,853,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
276,Breitenbush Hot Springs 3,NA,NA,NA,NAC,Oregon,United States of America,44.763,-121.8859,1447,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
277,Breitenbush Hot Springs 4,NA,NA,NA,NAC,Oregon,United States of America,44.7894,-121.9945,835,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
278,Breitenbush Hot Springs 5,NA,NA,NA,NAC,Oregon,United States of America,44.7723,-121.9007,1310,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
279,Breitenbush Hot Springs 6,NA,NA,NA,NAC,Oregon,United States of America,44.7855,-121.8935,1383,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
280,Brindabella Range Eucalyptus pauciflora forest,NA,Brindabella,NA,Canberra,Australian Capital Territory,Australia,-35.389722,148.803889,1220,NA,13.5,NAC,NAC,1200,NA,loamclay,NAC,NAC,NAC,Red Earth (clay loam),Red Earth (clay loam),Soil Drainage:  Dry,NA,79,Australia,Cfb,Temperate mountain system,NA,Keith_1997_aoci; Keith_1997_eosp,Keith_1997_eosp,NA,NA,NA,NA,79,1,1,75,NA
281,Broad Creek Memorial Reserve,NA,NA,NA,NAC,Maryland,United States of America,39.68525,-76.252664,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,106,North America,Cfa,Temperate continental forest,NA,McGarvey_2015_csio,NA,NA,NA,NA,Maria,0,0,NA,0,NA
282,Brookhaven,NA,NA,NA,NAC,New York,United States of America,40.83,-72.9,1,NA,9.8,NAC,NAC,1240,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,107,North America,Cfa,Temperate continental forest,NA,DeAngelis_1981_pofe,DeAngelis_1981_pofe,"DeAngelis et al 1981 IBP_96,",1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
283,Brownsberg,NA,NA,NA,NAC,Brokopondo,Suriname,4.946,-55.178,NAC,NA,NAC,NAC,NAC,2397,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,108,South America,Af,Tropical rainforest,1368,Poorter_2015_decs,NA,NA,NA,NA,NA,0,0,NA,0,NA
284,"Buchanan S.F., Sweet Root Natural Area",NA,NA,NA,NAC,Pennsylvania,United States of America,39.843137,-78.532878,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,109,North America,Cfa,Temperate mountain system,NA,McGarvey_2015_csio,NA,NA,NA,NA,Maria,0,0,NA,0,NA
285,BUD-17_Budongo Plot 7,NA,NA,NA,NAC,Masindi,Uganda,1.72,31.5,1085,NA,23,NAC,NAC,1326,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,110,Africa,Am,Tropical rainforest,152,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
286,Buen Uso,NA,NA,NA,NAC,Guanacaste,Costa Rica,10.8393,-85.6152,321,NA,25.7,NAC,NAC,1556,NA,NAC,NAC,NAC,NAC,Entisol,NA,NAC,NA,68,North America,Aw,Tropical moist forest,1268,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,44,2,1,41,NA
287,Bukit Soeharto,NA,NA,NA,NAC,East Kalimantan,Indonesia,-0.866,117.05,20,NA,25.3,NAC,NAC,2015,NA,loam,NAC,NAC,NAC,Ultisol,NA,NAC,NA,111,Asia,Af,Tropical rainforest,154,Hirata_2008_sdoc,NA,Asiaflux,NA,NA,NA,80,1,NA,0,NA
288,Caballos,NA,NA,NA,NAC,San Jose,Costa Rica,9.8446,-84.5281,132,NA,27.1,NAC,NAC,2900,NA,NAC,NAC,NAC,NAC,Alfisol,NA,NAC,NA,112,North America,Am,Tropical moist forest,1272,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,0,0,NA,0,NA
289,Cajunuma,NA,NA,NA,NAC,Loja,Ecuador,-4.12,-79.18,3060,NA,9.4,NAC,NAC,4500,NA,loam,NAC,NAC,NAC,Alfisol,NA,NAC,NA,113,South America,Cfb,Tropical mountain system,445,Luyssaert_2007_cbob; Moser_2011_eeot,Moser_2011_eeot,NA,NA,Luyssaert_2007_cbob_v3.3,NA,0,0,NA,0,NA
290,Caledon State Park,NA,NA,NA,NAC,Virginia,United States of America,38.329529,-77.14784,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,114,North America,Cfa,Subtropical humid forest,NA,McGarvey_2015_csio,NA,NA,NA,NA,Maria,0,0,NA,0,NA
291,Caliente,NA,NA,NA,NAC,Puntarenas,Costa Rica,8.4053,-83.3372,74,NA,27,NAC,NAC,4300,NA,NAC,NAC,NAC,NAC,Ultisol,NA,NAC,NA,115,North America,Af,Tropical rainforest,1302,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,0,0,NA,0,NA
292,CAM-01_Campo Ma'an 1,NA,NA,NA,NAC,South Region,Cameroon,2.36,9.93,100,NA,25.1,NAC,NAC,2588,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,116,Africa,Af,Tropical rainforest,195,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
293,CAM-02_Campo Ma'an 2,NA,NA,NA,NAC,"Litoral, Equatorial Guinea???",Cameroon,2.19,9.92,100,NA,25,NAC,NAC,2434,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,116,Africa,Af,Tropical rainforest,194,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
294,CAM-03_Campo Ma'an 3,NA,NA,NA,NAC,South Region,Cameroon,2.42,9.9,100,NA,25,NAC,NAC,2625,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,116,Africa,Af,Tropical rainforest,196,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
295,Cambronero,NA,NA,NA,NAC,Alajuela,Costa Rica,10.2989,-84.7665,1200,NA,20.1,NAC,NAC,5300,NA,NAC,NAC,NAC,NAC,Andisol,NA,NAC,NA,32,North America,Aw,Tropical mountain system,1310,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,0,0,NA,0,NA
296,Camp Borden,NA,NA,NA,NAC,Ontario,Canada,44.316667,-79.93333,120,NA,6.4,NAC,NAC,858,NA,sandy loam,NAC,NAC,NAC,NAC,NA,NA,NA,117,North America,Dfb,Temperate continental forest,NA,Barr_2002_ctcb; Lee_1999_loot; Teklemariam_2009_eyoc,Barr_2002_ctcb; Teklemariam_2009_eyoc,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
297,Canada - Atlantic Maritime,NA,NA,NA,NAC,New Brunswick,Canada,46,-66,NAC,NA,5,NAC,NAC,1200,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,118,North America,Dfb,Temperate continental forest,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
298,Canada - Boreal Plains,NA,NA,NA,NAC,Alberta,Canada,54,-115,NAC,NA,0,NAC,NAC,462,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,119,North America,Dfc,Boreal coniferous forest,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
299,Canada - Eastern Boreal Shield,NA,NA,NA,NAC,Ontario,Canada,51,-82,NAC,NA,5.5,NAC,NAC,1000,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,120,North America,Dfc,Boreal tundra woodland,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
300,Canada - Hudson Plains,NA,NA,NA,NAC,Manitoba,Canada,56,-94,NAC,NA,-3,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,121,North America,Dfc,Boreal coniferous forest,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
301,Canada - Mixedwood Plains,NA,NA,NA,NAC,Ontario,Canada,45,-77,NAC,NA,6.5,NAC,NAC,860,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,122,North America,Dfb,Temperate continental forest,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
302,Canada - Montane Cordillera,NA,NA,NA,NAC,British Columbia,Canada,52,-118,NAC,NA,4,NAC,NAC,1000,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,123,North America,Dfc,Temperate mountain system,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
303,Canada - Pacific Maritime,NA,NA,NA,NAC,British Columbia,Canada,51,-125,NAC,NA,6.7,NAC,NAC,2250,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,124,North America,ET,Temperate mountain system,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
304,Canada - Taiga Plains,NA,NA,NA,NAC,Alberta,Canada,58,-118,NAC,NA,-5.5,NAC,NAC,350,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,125,North America,Dfc,Boreal tundra woodland,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
305,Canada - Western Boreal Shield,NA,NA,NA,NAC,Manitoba,Canada,51,-99,NAC,NA,-4,NAC,NAC,400,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,126,North America,Dfb,Temperate steppe,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
306,Canada - Western Taiga Shield,NA,NA,NA,NAC,Alberta,Canada,59,-110,NAC,NA,-4,NAC,NAC,350,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,127,North America,Dfc,Boreal coniferous forest,NA,Shaw_2005_aecd,NA,Keith_2009_rofb; Liu_2014_htpa,NA,Keith_2009_rofb; Liu_2014_htpa,Maria,0,0,NA,0,NA
307,Canal Flats mesic 1,NA,NA,NA,NAC,British Columbia,Canada,50.1,-115.25,1340,NA,1.4,NAC,NAC,634,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,128,North America,Dfc,Temperate mountain system,NA,Comeau_1999_nbfc,Comeau_1999_nbfc,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
308,Canal Flats mesic 2,NA,NA,NA,NAC,British Columbia,Canada,50.1,-115.25,1340,NA,1.4,NAC,NAC,634,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,128,North America,Dfc,Temperate mountain system,NA,Comeau_1999_nbfc,Comeau_1999_nbfc,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
309,Canal Flats xeric 1,NA,NA,NA,NAC,British Columbia,Canada,50.1,-115.25,1340,NA,1.4,NAC,NAC,634,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,128,North America,Dfc,Temperate mountain system,NA,Comeau_1999_nbfc,Comeau_1999_nbfc,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
310,Canal Flats xeric 2,NA,NA,NA,NAC,British Columbia,Canada,50.1,-115.25,1340,NA,1.4,NAC,NAC,634,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,128,North America,Dfc,Temperate mountain system,NA,Comeau_1999_nbfc,Comeau_1999_nbfc,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
311,Cano,NA,NA,NA,NAC,Heredia,Costa Rica,10.4214,-84.1618,224,NA,24.3,NAC,NAC,3900,NA,NAC,NAC,NAC,NAC,Inceptisol,NA,NAC,NA,1,North America,Am,Tropical rainforest,1285,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,1,1,1,1,NA
312,Cano Rosalba 1,NA,NA,NA,NAC,Zulia,Venezuela,9.25,-72,60,NA,27.9,NAC,NAC,1324,Dry season length 6 mths,NAC,NAC,NAC,NAC,younger oxisol,NA,terra firma,NA,129,South America,Aw,Tropical rainforest,474,Malhi_2004_tacw; Veillon_1985_ecda,NA,Veillon (1985),NA,Malhi_2004_tacw,NA,0,0,NA,0,NA
313,Cano Rosalba 2,NA,NA,NA,NAC,Zulia,Venezuela,9.25,-72,35,NA,28.03,NAC,NAC,1324,Dry season length 6 mths,NAC,NAC,NAC,NAC,Pleistocene alluvial,NA,terra firma,NA,129,South America,Aw,Tropical rainforest,475,Malhi_2004_tacw; Veillon_1985_ecda,NA,Veillon (1985),NA,Malhi_2004_tacw,NA,0,0,NA,0,NA
314,Caopo,NA,NA,NA,Ruo'ergai,Sichuan/Gansu?,China,33.85,103.3,NAC,NA,2.4,NAC,NAC,757,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
315,CAP-09_Cape Three Points 9,NA,NA,NA,NAC,Western Region,Ghana,4.85,-2.1,126,NA,26,NAC,NAC,1734,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,130,Africa,Aw,Tropical rainforest,219,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
316,CAP-10_Cape Three Points 10,NA,NA,NA,NAC,Western Region,Ghana,4.8,-2.05,68,NA,25.6,NAC,NAC,1678,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,130,Africa,Aw,Tropical rainforest,218,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
317,"Capitao Paco,Para 1",NA,NA,NA,NAC,Para,Brazil,-1.73,-47.2,NAC,NA,NAC,NAC,NAC,2471,rainfall seasonality index SR (%) = 0.49,NAC,NAC,NAC,NAC,Ferralsol,NA,NAC,NA,131,South America,Am,Tropical rainforest,1176,Dantas_1989_laln; Klinge_1977_flpa,NA,NA,NA,Chave_2010_rasp,NA,0,0,NA,0,NA
318,"Capitao Paco,Para 2",NA,NA,NA,NAC,Para,Brazil,-1.73,-47.2,NAC,NA,NAC,NAC,NAC,2471,rainfall seasonality index SR (%) = 0.27,NAC,NAC,NAC,NAC,Ferralsol,NA,NAC,NA,131,South America,Am,Tropical rainforest,1177,Dantas_1989_laln; Klinge_1977_flpa,NA,NA,NA,Chave_2010_rasp,NA,0,0,NA,0,NA
319,Caqueta,NA,NA,NA,NAC,Amazonas,Colombia,-0.53,-72.1,200,NA,26.88,NAC,NAC,3059,Dry season length 0.38 mths,NAC,NAC,NAC,NAC,ultisol,NA,terra firma,NA,132,South America,Af,Tropical rainforest,471,Malhi_2004_tacw,NA,NA,NA,Malhi_2004_tacw,NA,0,0,NA,0,NA
320,Caqueta (Poorter),NA,NA,NA,NAC,Amazonas,Colombia,-0.417,-70.5,NAC,NA,NAC,NAC,NAC,3059,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,133,South America,Af,Tropical rainforest,1353,Poorter_2015_decs,NA,NA,NA,NA,NA,0,0,NA,0,NA
321,Carajas,NA,NA,NA,NAC,Para,Brazil,-6,-50.5,170,NA,25.64,NAC,NAC,1993,Dry season length 4.9 mths,NAC,NAC,NAC,NAC,younger oxisol,NA,terra firma,NA,134,South America,Am,Tropical rainforest,472,Malhi_2004_tacw,NA,NA,NA,Malhi_2004_tacw,NA,0,0,NA,0,NA
322,Cardoso Island,NA,NA,NA,NAC,Sao Paulo,Brazil,-25.1,-48,NAC,NA,NAC,NAC,NAC,2225,rainfall seasonality index SR (%) = 0.27,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,135,South America,Cfa,Tropical rainforest,NA,Chave_2010_rasp; Moraes_1999_laln,NA,NA,NA,Chave_2010_rasp,Maria,0,0,NA,0,NA
323,Cardoso Island restinga,NA,NA,NA,NAC,Sao Paulo,Brazil,-25.1,-48,NAC,NA,NAC,NAC,NAC,2225,rainfall seasonality index SR (%) = 0.42,NAC,NAC,NAC,NAC,Arenosol,NA,NA,NA,135,South America,Cfa,Tropical rainforest,NA,Chave_2010_rasp; Moraes_1999_laln,NA,NA,NA,Chave_2010_rasp,Maria,0,0,NA,0,NA
324,Cascada,NA,NA,NA,NAC,Heredia,Costa Rica,10.3948,-83.9868,92,NA,25.1,NAC,NAC,3900,NA,NAC,NAC,NAC,NAC,Inceptisol,NA,NAC,NA,1,North America,Af,Tropical rainforest,1290,Cifuentes-Jara_2008_abae,NA,NA,NA,Bonner_2013_amgc,NA,1,1,1,1,NA
325,Cascade Head (1),NA,NA,NA,NAC,Oregon,United States of America,45.05,-123.97,240,NA,10.1,NAC,NAC,2510,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,136,North America,Csb,Temperate mountain system,NA,Runyon_1994_elon,Runyon_1994_elon,Williams et al. 1997,1,Luyssaert_2007_cbob,Maria,87,1,NA,82,NA
326,Cascade Head (1A),NA,NA,NA,NAC,Oregon,United States of America,45.05,-123.97,200,NA,10.1,NAC,NAC,2510,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,136,North America,Csb,Temperate mountain system,NA,Runyon_1994_elon,Runyon_1994_elon,Williams et al. 1997,1,Luyssaert_2007_cbob,Maria,87,1,NA,82,NA
